,2024-02-14 09:00:00,2024-02-14 12:00:00,2024-02-14 15:00:00,2024-02-14 18:00:00,2024-02-14 21:00:00,2024-02-15 00:00:00,2024-02-15 03:00:00,2024-02-15 06:00:00,2024-02-15 09:00:00,2024-02-15 12:00:00,2024-02-15 15:00:00,2024-02-15 18:00:00,2024-02-15 21:00:00,2024-02-16 00:00:00,2024-02-16 03:00:00,2024-02-16 06:00:00,2024-02-16 09:00:00,2024-02-16 12:00:00,2024-02-16 15:00:00,2024-02-16 18:00:00,2024-02-16 21:00:00,2024-02-17 00:00:00,2024-02-17 03:00:00,2024-02-17 06:00:00,2024-02-17 09:00:00,2024-02-17 12:00:00,2024-02-17 15:00:00,2024-02-17 18:00:00,2024-02-17 21:00:00,2024-02-18 00:00:00,2024-02-18 03:00:00,2024-02-18 06:00:00,2024-02-18 09:00:00,2024-02-18 12:00:00,2024-02-18 15:00:00,2024-02-18 18:00:00,2024-02-18 21:00:00,2024-02-19 00:00:00,2024-02-19 03:00:00,2024-02-19 06:00:00,2024-02-19 09:00:00,2024-02-19 12:00:00,2024-02-19 15:00:00,2024-02-19 18:00:00,2024-02-19 21:00:00,2024-02-20 00:00:00,2024-02-20 03:00:00,2024-02-20 06:00:00,2024-02-20 09:00:00,2024-02-20 12:00:00,2024-02-20 15:00:00,2024-02-20 18:00:00,2024-02-20 21:00:00,2024-02-21 00:00:00,2024-02-21 03:00:00,2024-02-21 06:00:00,2024-02-21 09:00:00,2024-02-21 12:00:00,2024-02-21 15:00:00,2024-02-21 18:00:00,2024-02-21 21:00:00,2024-02-22 00:00:00,2024-02-22 03:00:00,2024-02-22 06:00:00,2024-02-22 09:00:00,2024-02-22 12:00:00,2024-02-22 15:00:00,2024-02-22 18:00:00,2024-02-22 21:00:00
100.0,0.0,-3.2208904e-12,0.0,1.903801e-11,1.462963e-12,-5.5974153e-12,1.6212564e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.567366e-12,2.6921662e-13,-1.1492236e-11,-1.03523795e-11,-1.6525777e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.363407e-13,-6.8792645e-12,0.0,0.0,1.0227935e-12,3.079183e-12,-1.5198908e-12,3.9443895e-12,-3.7673736e-12,1.3962833e-13,-1.2027125e-12,6.486381e-13,1.533332e-12,-1.5030312e-12,-2.2935302e-12,-8.626157e-13,-2.40066e-12,0.0,0.0,0.0,0.0,0.0,1.6993186e-12,0.0,7.714705e-12,-8.844765e-13,-9.51226e-12,-4.5647375e-12,9.739436e-13,6.3807514e-12,1.1102581e-11,8.4311854e-12,-1.2426514e-12,2.5818573e-13,0.0
200.0,0.0,0.0,0.0,0.0,4.356341e-15,-4.4687223e-12,-1.803265e-12,5.633525e-12,5.6564866e-12,-1.297892e-12,-9.740131e-12,1.0406323e-11,1.2017689e-11,2.9706981e-12,0.0,0.0,9.395502e-13,-4.634263e-12,-9.200908e-12,-7.428922e-12,-7.292558e-12,-3.598432e-12,-2.5769495e-12,0.0,1.3338715e-12,-2.9826312e-13,-6.557058e-12,-2.678209e-12,7.617772e-12,3.264333e-12,1.8377255e-12,0.0,0.0,0.0,0.0,0.0,0.0,-2.0613182e-15,1.3297196e-13,0.0,0.0,0.0,-4.8026375e-14,-1.4667103e-12,-1.3229908e-12,-1.8170983e-12,-2.3979848e-12,1.2920755e-12,1.3697202e-12,1.4522235e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300.0,-3.0919397e-12,-2.6514665e-12,-4.3215404e-14,-3.2087014e-14,1.2358398e-13,7.121369e-13,4.1160218e-12,5.2638046e-14,-1.9956033e-12,-2.6578522e-13,-1.5610667e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4323434e-13,3.3195896e-12,3.0745937e-12,2.1132874e-12,-6.397359e-13,-8.594357e-13,5.196171e-13,1.1992581e-12,1.2784196e-13,-1.549378e-13,-2.1529538e-13,-2.3693313e-12,-1.4279577e-12,-1.0899598e-12,-7.538817e-13,-1.1077348e-12,-4.645033e-13,1.2516325e-12,9.894107e-14,-2.042664e-12,-1.8319402e-12,-1.4955246e-12,8.610045e-13,1.8016161e-12,9.680684e-13,2.9339025e-12,4.1503498e-12,4.5084098e-14,-4.9066224e-12,-4.71461e-12,-2.0392687e-12,1.0304903e-12,1.3478748e-12
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700.0,0.0,0.0,0.0,0.0,0.0,-5.933285e-13,-1.0370001e-12,-1.2251785e-12,1.3188026e-14,-1.5240806e-13,5.632568e-13,8.3834854e-13,-6.04252e-13,1.832716e-12,6.6930467e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000.0,0.0,0.0,0.0,0.0,0.0,-2.149833e-12,-2.9147457e-12,-3.9231413e-12,-2.7619025e-12,-2.897487e-12,-1.876345e-12,-9.524674e-14,6.545971e-13,3.13955e-13,3.5922535e-14,-2.2634262e-12,-1.7477293e-12,-1.8736807e-12,4.5227223e-13,2.02338e-12,1.9020653e-12,3.0068135e-12,4.1746086e-12,2.9317046e-12,-1.8216069e-12,-2.4266552e-12,-1.3160188e-12,-1.4176552e-12,2.7935538e-12,2.1969585e-12,2.2523595e-12,1.6672505e-14,9.464639e-13,2.8561436e-13,3.7515499e-13,0.0,2.5560942e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.800151e-14,9.936056e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.141765e-13,5.2207414e-13,-2.4716118e-13,-1.7946381e-13,1.5782929e-12,5.0861507e-13,1.0127219e-12,-3.2296728e-12,-1.0700841e-12,-1.886347e-12,0.0,0.0,0.0,0.0,-1.3453516e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6523529e-14,-4.4017725e-13,-1.0667629e-12,-5.912382e-13,-3.0789306e-13,-3.1194624e-14,-3.4470677e-13,-7.257308e-13,4.139058e-13,4.7322655e-13,4.5588682e-14,0.0,2.1278026e-13,-3.4525683e-14,0.0,-1.1766095e-12,1.4559727e-14,-2.8318166e-15,-1.4251758e-12,6.7656953e-13,0.0,2.9342247e-12,1.859831e-12,3.4364725e-12,8.9416023e-13,-1.7730219e-12,2.640442e-13,1.4873363e-12,2.28712e-12
3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5706054e-13,0.0,-1.3004497e-14,9.772337e-16,-5.5538243e-14,0.0,5.4373078e-15,-2.1626199e-13,0.0,-2.4201144e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000.0,1.8878534e-12,4.904028e-12,4.896511e-12,4.1643113e-12,3.778382e-12,2.2689574e-12,1.5590787e-12,1.94394e-12,2.6114367e-12,2.5699566e-12,2.1898555e-12,2.1105747e-12,2.1007148e-12,2.1932898e-12,2.357478e-12,1.219518e-12,1.2571267e-12,3.4901045e-13,1.6251113e-13,1.8869155e-12,1.7392398e-12,1.0363005e-12,1.303233e-12,1.4506856e-12,5.431954e-13,7.602064e-16,-9.376928e-13,-3.3165557e-13,6.991477e-13,5.262493e-13,-2.666469e-13,-1.0720212e-12,-1.1858136e-12,-1.1605974e-14,1.07712e-12,1.0133368e-12,1.7804356e-13,-6.2360794e-13,-7.1692993e-13,4.0546197e-14,-6.713274e-13,6.557419e-14,6.0659274e-13,-6.2099555e-13,-1.8418893e-12,-7.900255e-13,-1.7211159e-12,-2.5945595e-13,4.582915e-13,1.0540477e-13,9.728144e-13,1.9070924e-13,-6.57949e-13,-2.8431966e-13,1.1961699e-12,3.1733522e-13,6.7572814e-13,3.254075e-13,9.715564e-13,1.2677535e-12,9.0171734e-13,6.1396754e-13,2.591407e-13,-4.1742968e-13,8.607302e-13,4.0523323e-14,5.435451e-13,-1.7695359e-12,-2.2313755e-12
10000.0,1.8766275e-11,1.4591377e-11,1.2355444e-11,8.0702485e-12,4.946776e-12,5.9401438e-12,1.7742177e-12,-2.8129144e-12,-6.4818368e-12,-8.396411e-12,-8.9986196e-12,-4.8618214e-12,-5.5501693e-12,-2.507079e-12,-1.5070094e-12,-2.7480553e-12,-2.8553672e-12,-2.0950704e-12,-2.2933625e-12,-1.9969844e-12,-9.479136e-13,-3.4722353e-12,-9.814275e-13,-7.663299e-14,3.1896536e-12,3.4168712e-12,1.5445483e-12,8.3533706e-13,8.769451e-13,6.864866e-13,5.2867584e-13,1.78551e-15,3.7358972e-13,2.02768e-12,1.9408873e-12,1.2077057e-12,2.7174937e-13,9.96725e-14,1.5158353e-13,-3.1577734e-14,7.7615276e-14,-1.0851934e-13,-5.760644e-14,5.7835125e-14,-6.962405e-13,8.2790594e-13,7.852387e-14,2.9053835e-13,-6.2730203e-13,-8.120403e-13,1.2677139e-12,2.0114693e-12,1.0626604e-12,1.4497458e-13,-1.8833539e-13,-2.0756851e-13,-2.2374035e-13,2.2575725e-13,9.988757e-13,1.8702357e-12,9.358533e-13,2.1498667e-13,-1.6210588e-13,5.208668e-13,-5.190674e-13,9.888463e-13,6.011748e-13,1.190276e-12,8.2739403e-13
12500.0,-6.992827e-11,-5.361788e-11,-4.414548e-11,-2.6030369e-11,-1.9496706e-11,-2.2277827e-11,-2.0478091e-11,-2.5842703e-11,-2.8757555e-11,-1.6589247e-11,-1.2009909e-11,-2.9877205e-11,-1.9401697e-11,-1.0490486e-11,2.6212279e-12,4.2293144e-12,-6.9811483e-12,-3.6766714e-12,5.030951e-13,1.6180719e-12,9.647182e-12,8.3351165e-13,-1.0115341e-11,-1.9978196e-11,-1.4465835e-11,-1.0453432e-11,-4.992058e-12,-1.5467161e-12,2.8098756e-12,6.1730083e-12,3.467567e-12,1.015772e-12,-6.4812115e-13,7.008816e-12,5.9038356e-12,1.11936285e-11,4.4093032e-12,2.461398e-12,5.190275e-12,1.0168394e-12,-2.823834e-12,-3.8816446e-12,1.9071292e-12,1.4407424e-12,-9.009459e-12,-9.771461e-12,-5.0494457e-12,6.9266137e-13,3.9580626e-12,2.7065576e-12,-1.3123308e-12,-2.1922824e-12,1.4613474e-12,5.553222e-12,2.8659367e-12,4.41137e-12,9.969372e-12,1.9436158e-11,1.3795228e-11,-2.144977e-12,-4.965037e-12,-3.4986619e-12,-8.212072e-13,6.0966027e-13,1.2135402e-12,1.0519002e-11,1.2989588e-11,7.571769e-12,7.577617e-12
15000.0,-2.9003167e-10,-1.8070923e-10,-1.2696864e-10,-2.1208826e-10,-1.8564755e-10,-8.666941e-11,-9.755262e-11,-1.01772445e-10,-1.4560753e-10,-1.1146802e-10,-1.05443196e-10,-1.3129174e-10,-1.00400764e-10,-7.2966556e-11,-3.62458e-11,-3.8502e-11,-5.297799e-11,-4.2295896e-11,-3.1747355e-11,-4.97601e-11,-8.273771e-11,-8.175529e-11,-6.917438e-11,-7.8288646e-11,-5.2907748e-11,-5.262839e-11,-5.390855e-12,3.812606e-11,8.7709996e-12,-4.6016142e-12,2.960031e-12,1.1221467e-11,1.2363463e-11,1.1162231e-11,-5.1791583e-12,-7.53696e-12,4.4971036e-12,2.5936817e-11,8.193192e-12,8.173648e-12,-6.6499263e-12,5.580733e-12,1.6985831e-11,1.3186317e-11,-1.6998219e-11,-3.1698557e-11,-4.7645936e-11,-1.8892766e-11,-1.229553e-11,-2.997182e-11,5.0282994e-12,-8.357788e-12,5.7788323e-11,9.118773e-11,1.0010726e-10,3.3856244e-11,-3.5869554e-11,-2.1697685e-11,5.260636e-12,-1.8899418e-11,1.2691695e-11,8.3225e-11,3.0040217e-11,1.6272565e-11,1.1821468e-11,1.2139111e-11,5.7845673e-12,-8.8467705e-12,-3.86066e-11
17500.0,-5.585398e-10,-6.0439437e-10,-4.3854748e-10,-2.7630906e-10,-2.7262415e-10,-2.2011631e-10,-2.3878288e-10,-2.7453137e-10,-2.1032023e-10,-2.387666e-10,-2.6798108e-10,-4.5901177e-10,-4.302025e-10,-3.4424638e-10,-3.1048417e-10,-1.7261453e-10,-1.5649408e-10,-1.255308e-10,2.4994356e-11,1.574942e-10,1.0966376e-10,-1.10037174e-10,-8.011724e-11,6.411115e-11,2.3261403e-11,-6.4591964e-11,7.6293326e-11,2.383754e-10,2.0468648e-10,-5.783702e-12,-1.3515389e-10,-1.732827e-10,-3.140477e-11,-6.9139e-11,3.4349863e-11,1.1345267e-11,1.15517235e-10,-3.258631e-11,-6.8875705e-13,-3.320183e-11,6.731253e-11,-4.2046814e-11,1.8059667e-11,5.0764185e-11,1.16321446e-10,9.7464876e-11,-7.028542e-11,1.1300154e-11,4.4826854e-11,3.1450537e-11,-4.6000186e-11,5.440339e-11,4.3854173e-10,1.5024712e-10,9.7537284e-11,-4.3381958e-11,-9.523209e-11,4.2413045e-11,2.534665e-10,1.4370838e-10,1.7697789e-10,2.5510813e-10,1.0377029e-10,4.7077082e-11,9.3045245e-11,1.7004544e-10,-4.187189e-11,-2.0175972e-11,9.112637e-11
20000.0,-1.3405349e-09,-1.4057037e-09,-6.592545e-10,-2.6375263e-10,-5.6794414e-10,-4.3720158e-10,-5.902907e-10,-7.1850287e-10,-6.1464944e-10,-6.3515215e-10,-3.8767894e-10,-6.5749156e-10,-7.8766593e-10,-7.7946716e-10,-7.976555e-10,-3.6406234e-10,-1.6076843e-10,-1.01994475e-10,1.734163e-10,4.297566e-10,4.1497392e-10,2.0977772e-10,-2.8766985e-11,-6.8894945e-11,-1.2047706e-10,-1.3677716e-10,1.420028e-10,2.6999666e-10,2.3811358e-10,1.618024e-10,-2.1307817e-10,-3.6951026e-10,1.6839505e-10,1.1206046e-10,2.552286e-10,2.4931907e-10,4.927524e-10,1.5546157e-10,8.6432465e-11,-2.55579e-11,-8.3440206e-11,9.927433e-11,2.0756902e-10,2.2441841e-10,1.3952978e-10,1.4417303e-10,-6.164379e-11,-2.0070287e-10,-7.908283e-11,1.5055149e-10,4.207386e-11,-1.7567725e-10,7.803358e-10,3.0922587e-10,4.2212484e-10,4.741737e-10,1.494833e-10,4.1245518e-10,8.5404456e-10,3.4430678e-10,3.1600228e-10,1.502132e-10,3.0191305e-10,1.3678224e-10,4.2013773e-10,3.6495656e-10,3.6457515e-10,4.6652227e-10,3.625784e-10
22500.0,-3.5384293e-09,-2.7214315e-09,-1.3543809e-09,-6.249527e-10,-1.519079e-09,-8.926251e-10,-1.046814e-09,-1.5193656e-09,-1.51632e-09,-1.2366742e-09,-6.5742817e-10,-9.906977e-10,-9.624829e-10,-1.0710466e-09,-1.5682454e-09,-1.3733417e-09,-2.0643226e-10,-1.35318e-10,4.022238e-10,5.1709215e-10,8.3059565e-10,2.6429386e-10,-1.1975912e-10,-6.4479494e-10,-3.3668837e-10,-1.6533837e-10,-9.657104e-11,1.13891306e-10,-1.2636707e-10,-7.315219e-12,-3.3452582e-10,-4.4364662e-10,2.84105e-10,2.364848e-10,-1.932657e-10,-5.546183e-10,6.6165906e-10,5.2398896e-10,4.0683343e-10,3.1783157e-10,1.8299981e-10,3.454048e-11,5.3934696e-10,2.943438e-10,-2.636449e-10,1.7160716e-11,3.841285e-11,-2.2757034e-10,-4.3564172e-10,1.7851425e-11,3.345509e-10,-1.1995507e-10,6.476897e-10,7.4353756e-10,1.0256703e-09,9.92718e-10,8.459241e-10,1.0805732e-09,1.6962859e-09,7.263894e-10,-8.458182e-11,-2.6240027e-10,2.1976157e-10,1.820811e-10,9.238882e-10,5.473173e-10,1.3798911e-09,7.336819e-10,3.1393135e-10
